"school_id","var","year","usage","core","time"
3,"practices_poverty_supports",2019,0,NA,NA
3,"practices_immigrants_supports",2019,0,NA,NA
3,"practices_ell_supports",2019,1,NA,NA
3,"practices_flexible_staffing",2019,0,NA,NA
3,"practices_flexible_facilities",2019,0,NA,NA
3,"practices_flexible_schedule",2019,0,NA,NA
3,"practices_real_time_data",2019,1,NA,NA
3,"practices_quality_materials",2019,0,NA,NA
3,"practices_oer",2019,0,NA,NA
3,"practices_multi_age",2019,0,NA,NA
3,"practices_devices_home",2019,0,NA,NA
3,"practices_interoperability",2019,0,NA,NA
3,"practices_student_goals",2019,0,NA,NA
3,"practices_student_pace",2019,0,NA,NA
3,"practices_learning_paths",2019,0,NA,NA
3,"practices_learner_profiles",2019,1,NA,NA
3,"practices_student_conferences",2019,0,NA,NA
3,"practices_student_data",2019,0,NA,NA
3,"practices_projects_primary",2019,0,NA,NA
3,"practices_student_projects",2019,0,NA,NA
3,"practices_interdisciplinary",2019,0,NA,NA
3,"practices_real_world",2019,1,NA,NA
3,"practices_career_prep",2019,0,NA,NA
3,"practices_extended_learning",2019,1,NA,NA
3,"practices_service_learning",2019,0,NA,NA
3,"practices_place_based",2019,0,NA,NA
3,"practices_local_global",2019,0,NA,NA
3,"practices_design_thinking",2019,0,NA,NA
3,"practices_community_partnerships",2019,1,NA,NA
3,"practices_makerspace",2019,0,NA,NA
3,"practices_measures_college",2019,0,NA,NA
3,"practices_assessments_career",2019,0,NA,NA
3,"practices_assessments_deeper",2019,1,NA,NA
3,"practices_measures_purpose",2019,1,NA,NA
3,"practices_assessments_sel",2019,0,NA,NA
3,"practices_measures_climate",2019,0,NA,NA
3,"practices_sel_plan",2019,0,NA,NA
3,"practices_sel_curriculum",2019,0,NA,NA
3,"practices_sel_integrated",2019,0,NA,NA
3,"practices_circles",2019,0,NA,NA
3,"practices_advisories",2019,0,NA,NA
3,"practices_hiring_practices",2019,0,NA,NA
3,"practices_relevant_learning",2019,0,NA,NA
3,"practices_information_formats",2019,0,NA,NA
3,"practices_ways_mastery",2019,1,NA,NA
3,"practices_accommodations",2019,0,NA,NA
3,"practices_data_instruction",2019,0,NA,NA
3,"practices_adaptive_content",2019,0,NA,NA
3,"practices_mentoring",2019,0,NA,NA
3,"practices_mental_health",2019,0,NA,NA
3,"practices_physical_well_being",2019,0,NA,NA
3,"practices_community_supports",2019,0,NA,NA
3,"practices_expanded_open_hours",2019,1,NA,NA
3,"practices_portfolios_exhibitions",2019,0,NA,NA
4,"practices_blended_learning",2019,0,NA,NA
4,"practices_competency_education",2019,0,NA,NA
4,"practices_design_marginalized",2019,0,NA,NA
4,"practices_experiential",2019,0,NA,NA
4,"practices_staffing_infrastructure",2019,1,NA,NA
4,"practices_learner_agency",2019,0,NA,NA
4,"practices_maker",2019,0,NA,NA
4,"practices_pbl",2019,0,NA,NA
4,"practices_expanded_success",2019,0,NA,NA
4,"practices_sel",2019,0,NA,NA
4,"practices_udl",2019,0,NA,NA
4,"practices_wraparound",2019,0,NA,NA
4,"practices_station_rotation",2019,0,NA,NA
4,"practices_flipped_classroom",2019,0,NA,NA
4,"practices_lab_rotation",2019,0,NA,NA
4,"practices_individual_rotation",2019,0,NA,NA
4,"practices_flex",2019,0,NA,NA
4,"practices_a_la_carte",2019,0,NA,NA
4,"practices_enriched_virtual",2019,0,NA,NA
4,"practices_opportunities_mastery",2019,0,NA,NA
4,"practices_advancement_mastery",2019,0,NA,NA
4,"practices_performance_assessment",2019,0,NA,NA
4,"practices_grading_mastery",2019,0,NA,NA
4,"practices_assessment_schedule",2019,0,NA,NA
4,"practices_competency_framework",2019,0,NA,NA
4,"practices_equity_plan",2019,0,NA,NA
4,"practices_reallocation_resources",2019,0,NA,NA
4,"practices_design_margins",2019,0,NA,NA
4,"practices_restorative",2019,0,NA,NA
4,"practices_culturally_responsive",2019,0,NA,NA
4,"practices_rigorous_coursework",2019,0,NA,NA
4,"practices_no_tracking",2019,0,NA,NA
4,"practices_graduation_supports",2019,0,NA,NA
4,"practices_poverty_supports",2019,0,NA,NA
4,"practices_immigrants_supports",2019,0,NA,NA
4,"practices_ell_supports",2019,0,NA,NA
4,"practices_flexible_staffing",2019,1,NA,NA
4,"practices_flexible_facilities",2019,0,NA,NA
4,"practices_flexible_schedule",2019,0,NA,NA
4,"practices_real_time_data",2019,1,NA,NA
4,"practices_quality_materials",2019,0,NA,NA
4,"practices_oer",2019,0,NA,NA
4,"practices_multi_age",2019,0,NA,NA
4,"practices_devices_home",2019,0,NA,NA
4,"practices_interoperability",2019,0,NA,NA
4,"practices_student_goals",2019,1,NA,NA
4,"practices_student_pace",2019,0,NA,NA
4,"practices_learning_paths",2019,0,NA,NA
4,"practices_learner_profiles",2019,0,NA,NA
4,"practices_student_conferences",2019,0,NA,NA
4,"practices_student_data",2019,1,NA,NA
4,"practices_projects_primary",2019,0,NA,NA
4,"practices_student_projects",2019,0,NA,NA
4,"practices_interdisciplinary",2019,0,NA,NA
4,"practices_real_world",2019,0,NA,NA
4,"practices_career_prep",2019,0,NA,NA
4,"practices_extended_learning",2019,0,NA,NA
4,"practices_service_learning",2019,0,NA,NA
4,"practices_place_based",2019,0,NA,NA
4,"practices_local_global",2019,0,NA,NA
4,"practices_design_thinking",2019,0,NA,NA
4,"practices_community_partnerships",2019,0,NA,NA
4,"practices_makerspace",2019,0,NA,NA
4,"practices_measures_college",2019,0,NA,NA
4,"practices_assessments_career",2019,0,NA,NA
4,"practices_assessments_deeper",2019,0,NA,NA
4,"practices_measures_purpose",2019,0,NA,NA
4,"practices_assessments_sel",2019,0,NA,NA
4,"practices_measures_climate",2019,0,NA,NA
4,"practices_sel_plan",2019,0,NA,NA
4,"practices_sel_curriculum",2019,0,NA,NA
4,"practices_sel_integrated",2019,0,NA,NA
4,"practices_circles",2019,0,NA,NA
4,"practices_advisories",2019,0,NA,NA
4,"practices_hiring_practices",2019,0,NA,NA
4,"practices_relevant_learning",2019,0,NA,NA
4,"practices_information_formats",2019,0,NA,NA
4,"practices_ways_mastery",2019,0,NA,NA
4,"practices_accommodations",2019,0,NA,NA
4,"practices_data_instruction",2019,1,NA,NA
4,"practices_adaptive_content",2019,0,NA,NA
4,"practices_mentoring",2019,0,NA,NA
4,"practices_mental_health",2019,0,NA,NA
4,"practices_physical_well_being",2019,0,NA,NA
4,"practices_community_supports",2019,0,NA,NA
4,"practices_expanded_open_hours",2019,0,NA,NA
4,"practices_portfolios_exhibitions",2019,0,NA,NA
6,"practices_blended_learning",2019,0,NA,NA
6,"practices_competency_education",2019,1,NA,NA
6,"practices_design_marginalized",2019,0,NA,NA
6,"practices_experiential",2019,1,NA,NA
6,"practices_staffing_infrastructure",2019,0,NA,NA
6,"practices_learner_agency",2019,1,NA,NA
6,"practices_maker",2019,1,NA,NA
6,"practices_pbl",2019,1,NA,NA
6,"practices_expanded_success",2019,0,NA,NA
6,"practices_sel",2019,1,NA,NA
6,"practices_udl",2019,0,NA,NA
6,"practices_wraparound",2019,0,NA,NA
6,"practices_station_rotation",2019,1,NA,NA
6,"practices_flipped_classroom",2019,0,NA,NA
6,"practices_lab_rotation",2019,0,NA,NA
6,"practices_individual_rotation",2019,0,NA,NA
6,"practices_flex",2019,0,NA,NA
6,"practices_a_la_carte",2019,0,NA,NA
6,"practices_enriched_virtual",2019,0,NA,NA
6,"practices_opportunities_mastery",2019,1,NA,NA
6,"practices_advancement_mastery",2019,0,NA,NA
6,"practices_performance_assessment",2019,0,NA,NA
6,"practices_grading_mastery",2019,1,NA,NA
6,"practices_assessment_schedule",2019,0,NA,NA
6,"practices_competency_framework",2019,0,NA,NA
6,"practices_equity_plan",2019,1,NA,NA
6,"practices_reallocation_resources",2019,0,NA,NA
6,"practices_design_margins",2019,0,NA,NA
6,"practices_restorative",2019,1,NA,NA
6,"practices_culturally_responsive",2019,1,NA,NA
6,"practices_rigorous_coursework",2019,1,NA,NA
6,"practices_no_tracking",2019,0,NA,NA
6,"practices_graduation_supports",2019,0,NA,NA
6,"practices_poverty_supports",2019,1,NA,NA
6,"practices_immigrants_supports",2019,0,NA,NA
6,"practices_ell_supports",2019,1,NA,NA
6,"practices_flexible_staffing",2019,0,NA,NA
6,"practices_flexible_facilities",2019,0,NA,NA
6,"practices_flexible_schedule",2019,0,NA,NA
6,"practices_real_time_data",2019,0,NA,NA
6,"practices_quality_materials",2019,1,NA,NA
6,"practices_oer",2019,1,NA,NA
6,"practices_multi_age",2019,0,NA,NA
6,"practices_devices_home",2019,0,NA,NA
6,"practices_interoperability",2019,0,NA,NA
6,"practices_student_goals",2019,1,NA,NA
6,"practices_student_pace",2019,0,NA,NA
6,"practices_learning_paths",2019,0,NA,NA
6,"practices_learner_profiles",2019,0,NA,NA
6,"practices_student_conferences",2019,1,NA,NA
6,"practices_student_data",2019,1,NA,NA
6,"practices_projects_primary",2019,1,NA,NA
6,"practices_student_projects",2019,0,NA,NA
6,"practices_interdisciplinary",2019,1,NA,NA
6,"practices_real_world",2019,1,NA,NA
6,"practices_career_prep",2019,0,NA,NA
6,"practices_extended_learning",2019,0,NA,NA
6,"practices_service_learning",2019,1,NA,NA
6,"practices_place_based",2019,1,NA,NA
6,"practices_local_global",2019,1,NA,NA
6,"practices_design_thinking",2019,1,NA,NA
6,"practices_community_partnerships",2019,1,NA,NA
6,"practices_makerspace",2019,1,NA,NA
6,"practices_measures_college",2019,0,NA,NA
6,"practices_assessments_career",2019,0,NA,NA
6,"practices_assessments_deeper",2019,1,NA,NA
6,"practices_measures_purpose",2019,0,NA,NA
6,"practices_assessments_sel",2019,1,NA,NA
6,"practices_measures_climate",2019,1,NA,NA
6,"practices_sel_plan",2019,1,NA,NA
6,"practices_sel_curriculum",2019,0,NA,NA
6,"practices_sel_integrated",2019,1,NA,NA
6,"practices_circles",2019,0,NA,NA
6,"practices_advisories",2019,1,NA,NA
6,"practices_hiring_practices",2019,1,NA,NA
6,"practices_relevant_learning",2019,1,NA,NA
6,"practices_information_formats",2019,1,NA,NA
6,"practices_ways_mastery",2019,1,NA,NA
6,"practices_accommodations",2019,0,NA,NA
6,"practices_data_instruction",2019,0,NA,NA
6,"practices_adaptive_content",2019,0,NA,NA
6,"practices_mentoring",2019,1,NA,NA
6,"practices_mental_health",2019,0,NA,NA
6,"practices_physical_well_being",2019,0,NA,NA
6,"practices_community_supports",2019,0,NA,NA
6,"practices_expanded_open_hours",2019,0,NA,NA
6,"practices_portfolios_exhibitions",2019,1,NA,NA
7,"practices_blended_learning",2019,0,NA,NA
7,"practices_competency_education",2019,1,NA,NA
7,"practices_design_marginalized",2019,0,NA,NA
7,"practices_experiential",2019,1,NA,NA
7,"practices_staffing_infrastructure",2019,0,NA,NA
7,"practices_learner_agency",2019,1,NA,NA
7,"practices_maker",2019,0,NA,NA
7,"practices_pbl",2019,1,NA,NA
7,"practices_expanded_success",2019,1,NA,NA
7,"practices_sel",2019,1,NA,NA
7,"practices_udl",2019,1,NA,NA
7,"practices_wraparound",2019,0,NA,NA
7,"practices_station_rotation",2019,0,NA,NA
7,"practices_flipped_classroom",2019,0,NA,NA
7,"practices_lab_rotation",2019,0,NA,NA
7,"practices_individual_rotation",2019,0,NA,NA
7,"practices_flex",2019,0,NA,NA
7,"practices_a_la_carte",2019,0,NA,NA
7,"practices_enriched_virtual",2019,0,NA,NA
7,"practices_opportunities_mastery",2019,0,NA,NA
7,"practices_advancement_mastery",2019,0,NA,NA
7,"practices_performance_assessment",2019,1,NA,NA
7,"practices_grading_mastery",2019,1,NA,NA
7,"practices_assessment_schedule",2019,0,NA,NA
7,"practices_competency_framework",2019,0,NA,NA
7,"practices_equity_plan",2019,0,NA,NA
7,"practices_reallocation_resources",2019,0,NA,NA
7,"practices_design_margins",2019,0,NA,NA
7,"practices_restorative",2019,0,NA,NA
7,"practices_culturally_responsive",2019,0,NA,NA
7,"practices_rigorous_coursework",2019,0,NA,NA
7,"practices_no_tracking",2019,0,NA,NA
7,"practices_graduation_supports",2019,1,NA,NA
7,"practices_poverty_supports",2019,1,NA,NA
7,"practices_immigrants_supports",2019,0,NA,NA
7,"practices_ell_supports",2019,1,NA,NA
7,"practices_flexible_staffing",2019,1,NA,NA
7,"practices_flexible_facilities",2019,1,NA,NA
7,"practices_flexible_schedule",2019,1,NA,NA
7,"practices_real_time_data",2019,1,NA,NA
7,"practices_quality_materials",2019,0,NA,NA
7,"practices_oer",2019,0,NA,NA
7,"practices_multi_age",2019,1,NA,NA
7,"practices_devices_home",2019,0,NA,NA
7,"practices_interoperability",2019,0,NA,NA
7,"practices_student_goals",2019,1,NA,NA
7,"practices_student_pace",2019,0,NA,NA
7,"practices_learning_paths",2019,0,NA,NA
7,"practices_learner_profiles",2019,0,NA,NA
7,"practices_student_conferences",2019,0,NA,NA
7,"practices_student_data",2019,0,NA,NA
7,"practices_projects_primary",2019,1,NA,NA
7,"practices_student_projects",2019,1,NA,NA
7,"practices_interdisciplinary",2019,1,NA,NA
7,"practices_real_world",2019,1,NA,NA
7,"practices_career_prep",2019,0,NA,NA
7,"practices_extended_learning",2019,0,NA,NA
7,"practices_service_learning",2019,1,NA,NA
7,"practices_place_based",2019,0,NA,NA
7,"practices_local_global",2019,1,NA,NA
7,"practices_design_thinking",2019,1,NA,NA
7,"practices_community_partnerships",2019,1,NA,NA
7,"practices_makerspace",2019,1,NA,NA
7,"practices_measures_college",2019,0,NA,NA
7,"practices_assessments_career",2019,0,NA,NA
7,"practices_assessments_deeper",2019,0,NA,NA
7,"practices_measures_purpose",2019,0,NA,NA
7,"practices_assessments_sel",2019,1,NA,NA
7,"practices_measures_climate",2019,1,NA,NA
7,"practices_sel_plan",2019,0,NA,NA
7,"practices_sel_curriculum",2019,0,NA,NA
7,"practices_sel_integrated",2019,0,NA,NA
7,"practices_circles",2019,1,NA,NA
7,"practices_advisories",2019,0,NA,NA
7,"practices_hiring_practices",2019,1,NA,NA
7,"practices_relevant_learning",2019,1,NA,NA
7,"practices_information_formats",2019,1,NA,NA
7,"practices_ways_mastery",2019,1,NA,NA
7,"practices_accommodations",2019,1,NA,NA
7,"practices_data_instruction",2019,1,NA,NA
7,"practices_adaptive_content",2019,1,NA,NA
7,"practices_mentoring",2019,0,NA,NA
7,"practices_mental_health",2019,0,NA,NA
7,"practices_physical_well_being",2019,0,NA,NA
7,"practices_community_supports",2019,0,NA,NA
7,"practices_expanded_open_hours",2019,0,NA,NA
7,"practices_portfolios_exhibitions",2019,1,NA,NA
8,"practices_blended_learning",2019,0,NA,NA
8,"practices_competency_education",2019,0,NA,NA
8,"practices_design_marginalized",2019,0,NA,NA
8,"practices_experiential",2019,1,NA,NA
8,"practices_staffing_infrastructure",2019,1,NA,NA
8,"practices_learner_agency",2019,1,NA,NA
8,"practices_maker",2019,1,NA,NA
8,"practices_pbl",2019,1,NA,NA
8,"practices_expanded_success",2019,1,NA,NA
8,"practices_sel",2019,1,NA,NA
8,"practices_udl",2019,0,NA,NA
8,"practices_wraparound",2019,0,NA,NA
8,"practices_station_rotation",2019,0,NA,NA
8,"practices_flipped_classroom",2019,0,NA,NA
8,"practices_lab_rotation",2019,0,NA,NA
8,"practices_individual_rotation",2019,0,NA,NA
8,"practices_flex",2019,0,NA,NA
8,"practices_a_la_carte",2019,0,NA,NA
8,"practices_enriched_virtual",2019,0,NA,NA
8,"practices_opportunities_mastery",2019,1,NA,NA
8,"practices_advancement_mastery",2019,0,NA,NA
8,"practices_performance_assessment",2019,1,NA,NA
8,"practices_grading_mastery",2019,0,NA,NA
8,"practices_assessment_schedule",2019,1,NA,NA
8,"practices_competency_framework",2019,0,NA,NA
8,"practices_equity_plan",2019,0,NA,NA
8,"practices_reallocation_resources",2019,0,NA,NA
8,"practices_design_margins",2019,0,NA,NA
8,"practices_restorative",2019,1,NA,NA
8,"practices_culturally_responsive",2019,0,NA,NA
8,"practices_rigorous_coursework",2019,0,NA,NA
8,"practices_no_tracking",2019,0,NA,NA
8,"practices_graduation_supports",2019,0,NA,NA
8,"practices_poverty_supports",2019,0,NA,NA
8,"practices_immigrants_supports",2019,0,NA,NA
8,"practices_ell_supports",2019,0,NA,NA
8,"practices_flexible_staffing",2019,1,NA,NA
8,"practices_flexible_facilities",2019,1,NA,NA
8,"practices_flexible_schedule",2019,1,NA,NA
8,"practices_real_time_data",2019,0,NA,NA
8,"practices_quality_materials",2019,0,NA,NA
8,"practices_oer",2019,1,NA,NA
8,"practices_multi_age",2019,1,NA,NA
8,"practices_devices_home",2019,0,NA,NA
8,"practices_interoperability",2019,0,NA,NA
8,"practices_student_goals",2019,1,NA,NA
8,"practices_student_pace",2019,1,NA,NA
8,"practices_learning_paths",2019,1,NA,NA
8,"practices_learner_profiles",2019,1,NA,NA
8,"practices_student_conferences",2019,1,NA,NA
8,"practices_student_data",2019,0,NA,NA
8,"practices_projects_primary",2019,1,NA,NA
8,"practices_student_projects",2019,1,NA,NA
8,"practices_interdisciplinary",2019,1,NA,NA
8,"practices_real_world",2019,1,NA,NA
8,"practices_career_prep",2019,0,NA,NA
8,"practices_extended_learning",2019,0,NA,NA
8,"practices_service_learning",2019,1,NA,NA
8,"practices_place_based",2019,0,NA,NA
8,"practices_local_global",2019,1,NA,NA
8,"practices_design_thinking",2019,1,NA,NA
8,"practices_community_partnerships",2019,1,NA,NA
8,"practices_makerspace",2019,1,NA,NA
8,"practices_measures_college",2019,0,NA,NA
8,"practices_assessments_career",2019,0,NA,NA
8,"practices_assessments_deeper",2019,1,NA,NA
8,"practices_measures_purpose",2019,1,NA,NA
8,"practices_assessments_sel",2019,1,NA,NA
8,"practices_measures_climate",2019,1,NA,NA
8,"practices_sel_plan",2019,1,NA,NA
8,"practices_sel_curriculum",2019,0,NA,NA
8,"practices_sel_integrated",2019,1,NA,NA
8,"practices_circles",2019,0,NA,NA
8,"practices_advisories",2019,0,NA,NA
8,"practices_hiring_practices",2019,0,NA,NA
8,"practices_relevant_learning",2019,1,NA,NA
8,"practices_information_formats",2019,1,NA,NA
8,"practices_ways_mastery",2019,1,NA,NA
8,"practices_accommodations",2019,1,NA,NA
8,"practices_data_instruction",2019,0,NA,NA
8,"practices_adaptive_content",2019,1,NA,NA
8,"practices_mentoring",2019,0,NA,NA
8,"practices_mental_health",2019,0,NA,NA
8,"practices_physical_well_being",2019,0,NA,NA
8,"practices_community_supports",2019,0,NA,NA
8,"practices_expanded_open_hours",2019,0,NA,NA
8,"practices_portfolios_exhibitions",2019,1,NA,NA
9,"practices_blended_learning",2019,0,NA,NA
9,"practices_competency_education",2019,1,NA,NA
9,"practices_design_marginalized",2019,0,NA,NA
9,"practices_experiential",2019,0,NA,NA
9,"practices_staffing_infrastructure",2019,0,NA,NA
9,"practices_learner_agency",2019,0,NA,NA
9,"practices_maker",2019,0,NA,NA
9,"practices_pbl",2019,0,NA,NA
9,"practices_expanded_success",2019,0,NA,NA
9,"practices_sel",2019,0,NA,NA
9,"practices_udl",2019,0,NA,NA
9,"practices_wraparound",2019,0,NA,NA
9,"practices_station_rotation",2019,0,NA,NA
9,"practices_flipped_classroom",2019,0,NA,NA
9,"practices_lab_rotation",2019,0,NA,NA
9,"practices_individual_rotation",2019,0,NA,NA
9,"practices_flex",2019,0,NA,NA
9,"practices_a_la_carte",2019,0,NA,NA
9,"practices_enriched_virtual",2019,0,NA,NA
9,"practices_opportunities_mastery",2019,0,NA,NA
9,"practices_advancement_mastery",2019,0,NA,NA
9,"practices_performance_assessment",2019,0,NA,NA
9,"practices_grading_mastery",2019,1,NA,NA
9,"practices_assessment_schedule",2019,0,NA,NA
9,"practices_competency_framework",2019,0,NA,NA
9,"practices_equity_plan",2019,0,NA,NA
9,"practices_reallocation_resources",2019,0,NA,NA
9,"practices_design_margins",2019,0,NA,NA
9,"practices_restorative",2019,1,NA,NA
9,"practices_culturally_responsive",2019,0,NA,NA
9,"practices_rigorous_coursework",2019,1,NA,NA
9,"practices_no_tracking",2019,0,NA,NA
9,"practices_graduation_supports",2019,1,NA,NA
9,"practices_poverty_supports",2019,0,NA,NA
9,"practices_immigrants_supports",2019,0,NA,NA
9,"practices_ell_supports",2019,0,NA,NA
9,"practices_flexible_staffing",2019,1,NA,NA
9,"practices_flexible_facilities",2019,1,NA,NA
9,"practices_flexible_schedule",2019,0,NA,NA
9,"practices_real_time_data",2019,0,NA,NA
9,"practices_quality_materials",2019,0,NA,NA
9,"practices_oer",2019,0,NA,NA
9,"practices_multi_age",2019,1,NA,NA
9,"practices_devices_home",2019,0,NA,NA
9,"practices_interoperability",2019,0,NA,NA
9,"practices_student_goals",2019,1,NA,NA
9,"practices_student_pace",2019,0,NA,NA
9,"practices_learning_paths",2019,1,NA,NA
9,"practices_learner_profiles",2019,0,NA,NA
9,"practices_student_conferences",2019,0,NA,NA
9,"practices_student_data",2019,0,NA,NA
9,"practices_projects_primary",2019,0,NA,NA
9,"practices_student_projects",2019,0,NA,NA
9,"practices_interdisciplinary",2019,0,NA,NA
9,"practices_real_world",2019,0,NA,NA
9,"practices_career_prep",2019,1,NA,NA
9,"practices_extended_learning",2019,0,NA,NA
9,"practices_service_learning",2019,0,NA,NA
9,"practices_place_based",2019,0,NA,NA
9,"practices_local_global",2019,0,NA,NA
9,"practices_design_thinking",2019,0,NA,NA
9,"practices_community_partnerships",2019,1,NA,NA
9,"practices_makerspace",2019,0,NA,NA
9,"practices_measures_college",2019,1,NA,NA
9,"practices_assessments_career",2019,0,NA,NA
9,"practices_assessments_deeper",2019,1,NA,NA
9,"practices_measures_purpose",2019,0,NA,NA
9,"practices_assessments_sel",2019,0,NA,NA
9,"practices_measures_climate",2019,0,NA,NA
9,"practices_sel_plan",2019,0,NA,NA
9,"practices_sel_curriculum",2019,0,NA,NA
9,"practices_sel_integrated",2019,0,NA,NA
9,"practices_circles",2019,0,NA,NA
9,"practices_advisories",2019,1,NA,NA
9,"practices_hiring_practices",2019,0,NA,NA
9,"practices_relevant_learning",2019,0,NA,NA
9,"practices_information_formats",2019,0,NA,NA
9,"practices_ways_mastery",2019,0,NA,NA
9,"practices_accommodations",2019,1,NA,NA
9,"practices_data_instruction",2019,0,NA,NA
9,"practices_adaptive_content",2019,0,NA,NA
9,"practices_mentoring",2019,1,NA,NA
